Occupation	Occupation1	Gender	nIndividuals	AvgTaxableIncome	MedianTaxableIncome
7219 Other Mobile Plant Operators	721999 Dredge operator; Tunneller	Male	319	101586	95501
7219 Other Mobile Plant Operators	721999 Dredge operator; Tunneller	Total	321		
7300 Road and rail drivers - type not specified	730000 Driver - type not specified	Female	84	25983	21154
7300 Road and rail drivers - type not specified	730000 Driver - type not specified	Male	619	36026	30956
7300 Road and rail drivers - type not specified	730000 Driver - type not specified	Total	703	34826	29129
7311 Automobile Drivers	731111 Chauffeur; Driver - chauffeur or hire car; Hire car driver	Female	264	34752	29465
7311 Automobile Drivers	731111 Chauffeur; Driver - chauffeur or hire car; Hire car driver	Male	1666	42559	36090
7311 Automobile Drivers	731111 Chauffeur; Driver - chauffeur or hire car; Hire car driver	Total	1930	41491	35145
7311 Automobile Drivers	731112 Cab driver; Driver - taxi; Taxi driver	Female	163	27866	23770
7311 Automobile Drivers	731112 Cab driver; Driver - taxi; Taxi driver	Male	1604	25900	21797
7311 Automobile Drivers	731112 Cab driver; Driver - taxi; Taxi driver	Total	1767	26081	21939
7312 Bus and Coach Drivers	731211 Bus driver; Driver - bus	Female	4443	44111	39363
7312 Bus and Coach Drivers	731211 Bus driver; Driver - bus	Male	31307	53703	54614
7312 Bus and Coach Drivers	731211 Bus driver; Driver - bus	Total	35750	52511	52834
7312 Bus and Coach Drivers	731212 Charter bus driver; Driver - charter bus; Driver - tour bus; Tour bus driver	Female	120	36096	34709
7312 Bus and Coach Drivers	731212 Charter bus driver; Driver - charter bus; Driver - tour bus; Tour bus driver	Male	924	42860	39145
7312 Bus and Coach Drivers	731212 Charter bus driver; Driver - charter bus; Driver - tour bus; Tour bus driver	Total	1044	42082	38246
7312 Bus and Coach Drivers	731213 Coach driver; Driver - passenger coach; Passenger coach driver	Female	137	40372	37607
7312 Bus and Coach Drivers	731213 Coach driver; Driver - passenger coach; Passenger coach driver	Male	1530	50225	49197
7312 Bus and Coach Drivers	731213 Coach driver; Driver - passenger coach; Passenger coach driver	Total	1667	49416	48142
7313 Train and Tram Drivers	731311 Driver - train or locomotive; Fireperson - railway or locomotive; Locomotive driver; Train driver	Female	772	97891	99506
7313 Train and Tram Drivers	731311 Driver - train or locomotive; Fireperson - railway or locomotive; Locomotive driver; Train driver	Male	9963	115917	114907
7313 Train and Tram Drivers	731311 Driver - train or locomotive; Fireperson - railway or locomotive; Locomotive driver; Train driver	Total	10735	114620	114125
7313 Train and Tram Drivers	731312 Driver - tram; Tram driver	Female	211	73257	76950
7313 Train and Tram Drivers	731312 Driver - tram; Tram driver	Male	1133	84193	85975
7313 Train and Tram Drivers	731312 Driver - tram; Tram driver	Total	1344	82476	84967
7321 Delivery Drivers	732111 Delivery driver; Driver - delivery; Driver - taxi-truck; Driver - van; Pizza deliverer; Taxi-truck driver; Van driver	Female	4341	30423	28788
7321 Delivery Drivers	732111 Delivery driver; Driver - delivery; Driver - taxi-truck; Driver - van; Pizza deliverer; Taxi-truck driver; Van driver	Male	36985	37974	36758
7321 Delivery Drivers	732111 Delivery driver; Driver - delivery; Driver - taxi-truck; Driver - van; Pizza deliverer; Taxi-truck driver; Van driver	Total	41326	37181	35781
7331 Truck Drivers	733111 Concrete mixer driver; Driver - concrete mixer; Driver - lorry; Driver - semi-trailer; Driver - truck or transport; Lorry driver; Semi-trailer driver; Transport driver; Truck driver - general	Female	3942	64974	59549
7331 Truck Drivers	733111 Concrete mixer driver; Driver - concrete mixer; Driver - lorry; Driver - semi-trailer; Driver - truck or transport; Lorry driver; Semi-trailer driver; Transport driver; Truck driver - general	Male	142014	63702	62244
7331 Truck Drivers	733111 Concrete mixer driver; Driver - concrete mixer; Driver - lorry; Driver - semi-trailer; Driver - truck or transport; Lorry driver; Semi-trailer driver; Transport driver; Truck driver - general	Total	145956	63736	62199
7331 Truck Drivers	733112 Aircraft refueller; Army - ground crewman aircraft support (army); Ground crewman aircraft support (army)	Female	33	48375	46263
7331 Truck Drivers	733112 Aircraft refueller; Army - ground crewman aircraft support (army); Ground crewman aircraft support (army)	Male	658	79333	81532
7331 Truck Drivers	733112 Aircraft refueller; Army - ground crewman aircraft support (army); Ground crewman aircraft support (army)	Total	691	77855	80140
7331 Truck Drivers	733113 Driver - furniture removalist; Furniture packer; Furniture removalist - driver; Packer - furniture; Removalist	Female	414	43695	24587
7331 Truck Drivers	733113 Driver - furniture removalist; Furniture packer; Furniture removalist - driver; Packer - furniture; Removalist	Male	5704	36812	34817
7331 Truck Drivers	733113 Driver - furniture removalist; Furniture packer; Furniture removalist - driver; Packer - furniture; Removalist	Total	6118	37278	34128
7331 Truck Drivers	733114 Driver - tanker; Tanker driver	Female	6	76513	76407
7331 Truck Drivers	733114 Driver - tanker; Tanker driver	Male	1089	88015	91082
7331 Truck Drivers	733114 Driver - tanker; Tanker driver	Total	1095	87952	91082
7331 Truck Drivers	733115 Driver - tow truck; Tow truck driver; Army - mechanic recovery (army); Mechanic recovery (army)	Female	19	51303	40772
7331 Truck Drivers	733115 Driver - tow truck; Tow truck driver; Army - mechanic recovery (army); Mechanic recovery (army)	Male	1471	56153	54364
7331 Truck Drivers	733115 Driver - tow truck; Tow truck driver; Army - mechanic recovery (army); Mechanic recovery (army)	Total	1490	56092	54228
7411 Storepersons	741111 Army - operator supply (army); Navy - stores naval (navy); Operator supply (army); Stores naval (navy); Storeperson; Warehouse assistant	Female	24093	37921	37451
7411 Storepersons	741111 Army - operator supply (army); Navy - stores naval (navy); Operator supply (army); Stores naval (navy); Storeperson; Warehouse assistant	Male	113671	46379	45463
7411 Storepersons	741111 Army - operator supply (army); Navy - stores naval (navy); Operator supply (army); Stores naval (navy); Storeperson; Warehouse assistant	Total	137764	44900	44127
8110 Cleaners and Laundry Workers - type not specified	811000 Cleaner - type not specified	Female	1585	22384	20267
8110 Cleaners and Laundry Workers - type not specified	811000 Cleaner - type not specified	Male	1090	25559	23065
8110 Cleaners and Laundry Workers - type not specified	811000 Cleaner - type not specified	Total	2675	23678	21240
8111 Car Detailers	811111 Attendant - car wash; Car detailer; Car wash attendant; Detailer - vehicle	Female	1489	30986	32274
8111 Car Detailers	811111 Attendant - car wash; Car detailer; Car wash attendant; Detailer - vehicle	Male	11835	32536	33583
8111 Car Detailers	811111 Attendant - car wash; Car detailer; Car wash attendant; Detailer - vehicle	Total	13324	32363	33395
8112 Commercial Cleaners	811211 Cleaner - commercial; Cleaner - hotel or motel; Cleaner - office or school; Hospitality employee - cleaner; Office cleaner; School cleaner	Female	65612	30329	27927
8112 Commercial Cleaners	811211 Cleaner - commercial; Cleaner - hotel or motel; Cleaner - office or school; Hospitality employee - cleaner; Office cleaner; School cleaner	Male	39650	34360	32209
8112 Commercial Cleaners	811211 Cleaner - commercial; Cleaner - hotel or motel; Cleaner - office or school; Hospitality employee - cleaner; Office cleaner; School cleaner	Total	105262	31848	29315
8113 Domestic Cleaners	811311 Cleaner - domestic	Female	10126	25833	23288
8113 Domestic Cleaners	811311 Cleaner - domestic	Male	1885	30172	26573
8113 Domestic Cleaners	811311 Cleaner - domestic	Total	12011	26514	23760
8114 Housekeepers	811400 Housekeeper - type not specified	Female	670	19859	18336
8114 Housekeepers	811400 Housekeeper - type not specified	Male	150	18128	15446
8114 Housekeepers	811400 Housekeeper - type not specified	Total	820	19542	17907
8114 Housekeepers	811411 Hospitality employee - housekeeper; Housekeeper - commercial	Female	19095	28726	27176
8114 Housekeepers	811411 Hospitality employee - housekeeper; Housekeeper - commercial	Male	4199	29622	27899
8114 Housekeepers	811411 Hospitality employee - housekeeper; Housekeeper - commercial	Total	23294	28887	27294
8114 Housekeepers	811412 Housekeeper - domestic	Female	5797	25407	23584
8114 Housekeepers	811412 Housekeeper - domestic	Male	984	21700	18325
8114 Housekeepers	811412 Housekeeper - domestic	Total	6781	24869	22881
8115 Laundry Workers	811511 Laundry worker	Female	6876	33688	34228
8115 Laundry Workers	811511 Laundry worker	Male	2635	36341	37043
8115 Laundry Workers	811511 Laundry worker	Total	9511	34423	34984
8115 Laundry Workers	811512 Cleaner - drycleaner; Drycleaner	Female	947	32970	31138
8115 Laundry Workers	811512 Cleaner - drycleaner; Drycleaner	Male	662	39765	36484
8115 Laundry Workers	811512 Cleaner - drycleaner; Drycleaner	Total	1609	35766	33501
8115 Laundry Workers	811513 Ironer or presser - laundry	Female	253	29172	28639
8115 Laundry Workers	811513 Ironer or presser - laundry	Male	67	33620	31444
8115 Laundry Workers	811513 Ironer or presser - laundry	Total	320	30103	28828
8116 Other Cleaners	811611 Carpet cleaner; Cleaner - carpet	Female	334	28470	25592
8116 Other Cleaners	811611 Carpet cleaner; Cleaner - carpet	Male	1075	36137	33949
8116 Other Cleaners	811611 Carpet cleaner; Cleaner - carpet	Total	1409	34319	31374
8116 Other Cleaners	811612 Cleaner - window; Window cleaner	Female	86	30259	27356
8116 Other Cleaners	811612 Cleaner - window; Window cleaner	Male	928	40413	36945
8116 Other Cleaners	811612 Cleaner - window; Window cleaner	Total	1014	39552	36351
8116 Other Cleaners	811699 Chimney sweep; Cleaner - other; Detailer - aircraft; Cleaner - high pressure; High pressure cleaner	Female	19651	32485	29876
8116 Other Cleaners	811699 Chimney sweep; Cleaner - other; Detailer - aircraft; Cleaner - high pressure; High pressure cleaner	Male	13579	36817	34406
8116 Other Cleaners	811699 Chimney sweep; Cleaner - other; Detailer - aircraft; Cleaner - high pressure; High pressure cleaner	Total	33230	34255	31366
8200 Labourer - type not specified	820000 Labourer - type not specified	Female	247	20053	17956
8200 Labourer - type not specified	820000 Labourer - type not specified	Male	2772	25857	21176
8200 Labourer - type not specified	820000 Labourer - type not specified	Total	3019	25382	20766
8210 Construction and Mining Labourers. Construction worker - type not specified	821000 Construction worker - type not specified; Ganger - type not specified	Female	33	31902	23108
8210 Construction and Mining Labourers. Construction worker - type not specified	821000 Construction worker - type not specified; Ganger - type not specified	Male	550	44278	35824
8210 Construction and Mining Labourers. Construction worker - type not specified	821000 Construction worker - type not specified; Ganger - type not specified	Total	583	43578	34463
8211 Building and Plumbing Labourers	821111 Bricklayer's labourer; Building construction labourer; Construction worker - builder's labourer; Construction worker - general assistant; Labourer - bricklayer's; Labourer - builder's	Female	913	38206	27799
8211 Building and Plumbing Labourers	821111 Bricklayer's labourer; Building construction labourer; Construction worker - builder's labourer; Construction worker - general assistant; Labourer - bricklayer's; Labourer - builder's	Male	49913	48790	41159
8211 Building and Plumbing Labourers	821111 Bricklayer's labourer; Building construction labourer; Construction worker - builder's labourer; Construction worker - general assistant; Labourer - bricklayer's; Labourer - builder's	Total	50826	48600	40898
8211 Building and Plumbing Labourers	821112 Construction worker - drainage, sewerage and stormwater labourer; Drainage, sewerage and stormwater labourer; Labourer - drainage, sewerage or stormwater	Female	34	42536	30786
8211 Building and Plumbing Labourers	821112 Construction worker - drainage, sewerage and stormwater labourer; Drainage, sewerage and stormwater labourer; Labourer - drainage, sewerage or stormwater	Male	3850	59666	58862
8211 Building and Plumbing Labourers	821112 Construction worker - drainage, sewerage and stormwater labourer; Drainage, sewerage and stormwater labourer; Labourer - drainage, sewerage or stormwater	Total	3884	59516	58747
8211 Building and Plumbing Labourers	821113 Construction worker - digging; Construction worker - earthmoving labourer; Earthmoving labourer; Ganger - earthmoving labourer or digger; Grave digger; Labourer - digging; Labourer - earthmoving	Female	351	42378	36331
8211 Building and Plumbing Labourers	821113 Construction worker - digging; Construction worker - earthmoving labourer; Earthmoving labourer; Ganger - earthmoving labourer or digger; Grave digger; Labourer - digging; Labourer - earthmoving	Male	11294	56638	53618
8211 Building and Plumbing Labourers	821113 Construction worker - digging; Construction worker - earthmoving labourer; Earthmoving labourer; Ganger - earthmoving labourer or digger; Grave digger; Labourer - digging; Labourer - earthmoving	Total	11645	56208	53182
8211 Building and Plumbing Labourers	821114 Construction worker - plumber's assistant; Labourer - plumber's assistant; Plumber's assistant	Female	34	36265	31511
8211 Building and Plumbing Labourers	821114 Construction worker - plumber's assistant; Labourer - plumber's assistant; Plumber's assistant	Male	1530	40257	36308
8211 Building and Plumbing Labourers	821114 Construction worker - plumber's assistant; Labourer - plumber's assistant; Plumber's assistant	Total	1564	40170	36185
8212 Concreters	821211 Concrete worker; Construction worker - concreter; Labourer - concreter	Female	94	40475	35271
8212 Concreters	821211 Concrete worker; Construction worker - concreter; Labourer - concreter	Male	20449	62088	56378
8212 Concreters	821211 Concrete worker; Construction worker - concreter; Labourer - concreter	Total	20543	61989	56286
8213 Fencers	821311 Construction worker - fencer; Fence erector; Labourer - fencer	Female	68	24998	19422
8213 Fencers	821311 Construction worker - fencer; Fence erector; Labourer - fencer	Male	3847	41837	38360
8213 Fencers	821311 Construction worker - fencer; Fence erector; Labourer - fencer	Total	3915	41545	38077
8214 Insulation and Home Improvement Installers	821400 Installer - type not specified	Female	11	17914	16255
8214 Insulation and Home Improvement Installers	821400 Installer - type not specified	Male	254	37094	33437
8214 Insulation and Home Improvement Installers	821400 Installer - type not specified	Total	265	36298	32648
8214 Insulation and Home Improvement Installers	821411 Building insulation installer; Construction worker - building insulation installer; Installer - building insulation; Labourer - building insulation installer	Female	32	44689	23388
8214 Insulation and Home Improvement Installers	821411 Building insulation installer; Construction worker - building insulation installer; Installer - building insulation; Labourer - building insulation installer	Male	2590	74682	55327
8214 Insulation and Home Improvement Installers	821411 Building insulation installer; Construction worker - building insulation installer; Installer - building insulation; Labourer - building insulation installer	Total	2622	74316	54950
8214 Insulation and Home Improvement Installers	821412 Curtain installer; Installer - curtain; Installer - home improvements; Installer - security door; Security door installer	Female	107	38158	35182
8214 Insulation and Home Improvement Installers	821412 Curtain installer; Installer - curtain; Installer - home improvements; Installer - security door; Security door installer	Male	3472	49807	47210
8214 Insulation and Home Improvement Installers	821412 Curtain installer; Installer - curtain; Installer - home improvements; Installer - security door; Security door installer	Total	3579	49459	46980
8215 Paving and Surfacing Labourers	821511 Construction worker - paving and surfacing labourer; Construction worker - road maintenance; Ganger - paving and surfacing labourer; Ganger - road maintenance worker; Labourer - paving and surfacing; Labourer - road maintenance; Paving and surfacing labourer; Road maintenance worker	Female	197	49399	48748
8215 Paving and Surfacing Labourers	821511 Construction worker - paving and surfacing labourer; Construction worker - road maintenance; Ganger - paving and surfacing labourer; Ganger - road maintenance worker; Labourer - paving and surfacing; Labourer - road maintenance; Paving and surfacing labourer; Road maintenance worker	Male	12405	61058	58997
8215 Paving and Surfacing Labourers	821511 Construction worker - paving and surfacing labourer; Construction worker - road maintenance; Ganger - paving and surfacing labourer; Ganger - road maintenance worker; Labourer - paving and surfacing; Labourer - road maintenance; Paving and surfacing labourer; Road maintenance worker	Total	12602	60875	58872
8216 Railway Track Workers	821611 Construction worker - railway track; Ganger - railway track worker; Labourer - railway track; Railway worker - labourer; Railway worker - track worker	Female	128	64861	63345
8216 Railway Track Workers	821611 Construction worker - railway track; Ganger - railway track worker; Labourer - railway track; Railway worker - labourer; Railway worker - track worker	Male	4637	83142	81724
8216 Railway Track Workers	821611 Construction worker - railway track; Ganger - railway track worker; Labourer - railway track; Railway worker - labourer; Railway worker - track worker	Total	4765	82651	81305
8217 Structural Steel Construction Workers	821711 Construction worker - construction rigger; Labourer - construction rigger; Rigger - construction	Female	117	76641	64114
8217 Structural Steel Construction Workers	821711 Construction worker - construction rigger; Labourer - construction rigger; Rigger - construction	Male	13650	102171	92404
8217 Structural Steel Construction Workers	821711 Construction worker - construction rigger; Labourer - construction rigger; Rigger - construction	Total	13767	101954	92059
8217 Structural Steel Construction Workers	821712 Construction worker - scaffolder; Labourer - scaffolder; Scaffolder	Female	53	60856	40429
8217 Structural Steel Construction Workers	821712 Construction worker - scaffolder; Labourer - scaffolder; Scaffolder	Male	13164	86108	69740
8217 Structural Steel Construction Workers	821712 Construction worker - scaffolder; Labourer - scaffolder; Scaffolder	Total	13217	86007	69685
8217 Structural Steel Construction Workers	821713 Construction worker - steel fixer; Labourer - steel fixer; Steel fixer	Female	31	59224	46142
8217 Structural Steel Construction Workers	821713 Construction worker - steel fixer; Labourer - steel fixer; Steel fixer	Male	6099	67973	63414
8217 Structural Steel Construction Workers	821713 Construction worker - steel fixer; Labourer - steel fixer; Steel fixer	Total	6130	67929	63271
8217 Structural Steel Construction Workers	821714 Construction worker - structural steel erector; Labourer - structural steel erector; Steel erector - structural	Female	6	39506	41837
8217 Structural Steel Construction Workers	821714 Construction worker - structural steel erector; Labourer - structural steel erector; Steel erector - structural	Male	1238	60948	53721
8217 Structural Steel Construction Workers	821714 Construction worker - structural steel erector; Labourer - structural steel erector; Steel erector - structural	Total	1244	60845	53566
8219 Other Construction and Mining Labourers	821911 Crane chaser; Labourer - crane chaser	Female	2		
8219 Other Construction and Mining Labourers	821911 Crane chaser; Labourer - crane chaser	Male	389	80730	75876
8219 Other Construction and Mining Labourers	821911 Crane chaser; Labourer - crane chaser	Total	391		
8219 Other Construction and Mining Labourers	821912 Driller's assistant; Labourer - driller's assistant; Oil rig worker - other	Female	64	74568	63157
8219 Other Construction and Mining Labourers	821912 Driller's assistant; Labourer - driller's assistant; Oil rig worker - other	Male	4198	101320	83963
8219 Other Construction and Mining Labourers	821912 Driller's assistant; Labourer - driller's assistant; Oil rig worker - other	Total	4262	100918	83859
8219 Other Construction and Mining Labourers	821913 Labourer - lagger; Lagger	Female	14	94553	84255
8219 Other Construction and Mining Labourers	821913 Labourer - lagger; Lagger	Male	610	98579	85720
8219 Other Construction and Mining Labourers	821913 Labourer - lagger; Lagger	Total	624	98489	85720
8219 Other Construction and Mining Labourers	821914 Labourer - mining; Mining labourer	Female	771	71893	66455
8219 Other Construction and Mining Labourers	821914 Labourer - mining; Mining labourer	Male	7737	91682	89581
8219 Other Construction and Mining Labourers	821914 Labourer - mining; Mining labourer	Total	8508	89889	87574
8219 Other Construction and Mining Labourers	821915 Construction worker - surveyor's assistant; Labourer - surveyor's assistant; Surveyor's assistant	Female	186	37542	30520
8219 Other Construction and Mining Labourers	821915 Construction worker - surveyor's assistant; Labourer - surveyor's assistant; Surveyor's assistant	Male	1654	44803	41368
8219 Other Construction and Mining Labourers	821915 Construction worker - surveyor's assistant; Labourer - surveyor's assistant; Surveyor's assistant	Total	1840	44069	40177
8300 Factory Process Workers - type not specified	830000 Factory worker - type not specified; Process worker - type not specified	Female	1584	24720	22349
8300 Factory Process Workers - type not specified	830000 Factory worker - type not specified; Process worker - type not specified	Male	3324	28341	24830
8300 Factory Process Workers - type not specified	830000 Factory worker - type not specified; Process worker - type not specified	Total	4908	27172	23799
8310 Food Process Workers - type not specified	831000 Meatworker - type not specified; Meat worker - type not specified	Female	75	25916	22420
8310 Food Process Workers - type not specified	831000 Meatworker - type not specified; Meat worker - type not specified	Male	269	29764	28460
8310 Food Process Workers - type not specified	831000 Meatworker - type not specified; Meat worker - type not specified	Total	344	28925	26886
8311 Food and Drink Factory Workers	831111 Baking factory worker; Factory worker - baking factory; Process worker - baking factory	Female	1944	37008	36530
8311 Food and Drink Factory Workers	831111 Baking factory worker; Factory worker - baking factory; Process worker - baking factory	Male	2131	41904	40961
8311 Food and Drink Factory Workers	831111 Baking factory worker; Factory worker - baking factory; Process worker - baking factory	Total	4075	39568	38351
8311 Food and Drink Factory Workers	831112 Brewery worker; Factory worker - brewery; Process worker - brewery	Female	164	46250	39155
8311 Food and Drink Factory Workers	831112 Brewery worker; Factory worker - brewery; Process worker - brewery	Male	1217	74306	71054
8311 Food and Drink Factory Workers	831112 Brewery worker; Factory worker - brewery; Process worker - brewery	Total	1381	70974	66589
8311 Food and Drink Factory Workers	831113 Confectioner; Factory worker - confectioner; Process worker - confectioner	Female	887	48116	44119
8311 Food and Drink Factory Workers	831113 Confectioner; Factory worker - confectioner; Process worker - confectioner	Male	1024	61280	63267
8311 Food and Drink Factory Workers	831113 Confectioner; Factory worker - confectioner; Process worker - confectioner	Total	1911	55170	52988
8311 Food and Drink Factory Workers	831114 Cheesemaker; Dairy products maker; Factory worker - cheesemaker; Factory worker - dairy products maker; Process worker - cheesemaker; Process worker - dairy products maker	Female	1383	44606	41551
8311 Food and Drink Factory Workers	831114 Cheesemaker; Dairy products maker; Factory worker - cheesemaker; Factory worker - dairy products maker; Process worker - cheesemaker; Process worker - dairy products maker	Male	3117	62212	61860
8311 Food and Drink Factory Workers	831114 Cheesemaker; Dairy products maker; Factory worker - cheesemaker; Factory worker - dairy products maker; Process worker - cheesemaker; Process worker - dairy products maker	Total	4500	56801	54465
8311 Food and Drink Factory Workers	831115 Factory worker - fruit and vegetable factory; Fruit and vegetable factory worker; Process worker - fruit and vegetable factory	Female	2310	30248	28069
8311 Food and Drink Factory Workers	831115 Factory worker - fruit and vegetable factory; Fruit and vegetable factory worker; Process worker - fruit and vegetable factory	Male	2506	37244	34669
8311 Food and Drink Factory Workers	831115 Factory worker - fruit and vegetable factory; Fruit and vegetable factory worker; Process worker - fruit and vegetable factory	Total	4816	33888	31141
8311 Food and Drink Factory Workers	831116 Factory worker - grain mill; Grain mill worker; Miller - flour or grain; Process worker - grain mill	Female	384	32498	25794
8311 Food and Drink Factory Workers	831116 Factory worker - grain mill; Grain mill worker; Miller - flour or grain; Process worker - grain mill	Male	1880	55604	55695
8311 Food and Drink Factory Workers	831116 Factory worker - grain mill; Grain mill worker; Miller - flour or grain; Process worker - grain mill	Total	2264	51685	51102
8311 Food and Drink Factory Workers	831117 Factory worker - sugar mill; Process worker - sugar mill; Sugar mill worker	Female	121	49390	48678
8311 Food and Drink Factory Workers	831117 Factory worker - sugar mill; Process worker - sugar mill; Sugar mill worker	Male	925	63773	65380
8311 Food and Drink Factory Workers	831117 Factory worker - sugar mill; Process worker - sugar mill; Sugar mill worker	Total	1046	62109	63443
8311 Food and Drink Factory Workers	831118 Cellar hand - winery; Winery cellar hand	Female	1121	32253	29150
8311 Food and Drink Factory Workers	831118 Cellar hand - winery; Winery cellar hand	Male	2883	45002	44868
8311 Food and Drink Factory Workers	831118 Cellar hand - winery; Winery cellar hand	Total	4004	41432	38813
8311 Food and Drink Factory Workers	831199 Coffee roaster; Factory worker - coffee roaster; Factory worker - pasta maker; Pasta maker; Factory worker - food processing machine operator; Food processing machine operator; Machine operator - food processing; Process worker - food processing machine operator	Female	6162	42582	40919
8311 Food and Drink Factory Workers	831199 Coffee roaster; Factory worker - coffee roaster; Factory worker - pasta maker; Pasta maker; Factory worker - food processing machine operator; Food processing machine operator; Machine operator - food processing; Process worker - food processing machine operator	Male	10253	54468	51367
8311 Food and Drink Factory Workers	831199 Coffee roaster; Factory worker - coffee roaster; Factory worker - pasta maker; Pasta maker; Factory worker - food processing machine operator; Food processing machine operator; Machine operator - food processing; Process worker - food processing machine operator	Total	16415	50006	46938
8312 Meat Boners and Slicers, and Slaughterers	831211 Factory worker - meat boner and slicer; Meat boner and slicer; Meatworker - boner and slicer; Process worker - meat boner and slicer; Saw operator - meat	Female	1882	37361	38910
8312 Meat Boners and Slicers, and Slaughterers	831211 Factory worker - meat boner and slicer; Meat boner and slicer; Meatworker - boner and slicer; Process worker - meat boner and slicer; Saw operator - meat	Male	7623	44733	45899
8312 Meat Boners and Slicers, and Slaughterers	831211 Factory worker - meat boner and slicer; Meat boner and slicer; Meatworker - boner and slicer; Process worker - meat boner and slicer; Saw operator - meat	Total	9505	43274	44240
8312 Meat Boners and Slicers, and Slaughterers	831212 Factory worker - slaughterer; Meatworker - slaughterer; Process worker - slaughterer; Slaughterer	Female	235	35625	35682
8312 Meat Boners and Slicers, and Slaughterers	831212 Factory worker - slaughterer; Meatworker - slaughterer; Process worker - slaughterer; Slaughterer	Male	2560	48314	49382
8312 Meat Boners and Slicers, and Slaughterers	831212 Factory worker - slaughterer; Meatworker - slaughterer; Process worker - slaughterer; Slaughterer	Total	2795	47247	48107
8313 Meat, Poultry and Seafood Process Workers	831311 Abattoir process worker; Factory worker - abattoir process worker; Factory worker - meat process worker; Meat process worker; Meatworker - meat process worker; Meatworker - meatworker's labourer; Process worker - meat or abattoir	Female	6428	36840	38574
8313 Meat, Poultry and Seafood Process Workers	831311 Abattoir process worker; Factory worker - abattoir process worker; Factory worker - meat process worker; Meat process worker; Meatworker - meat process worker; Meatworker - meatworker's labourer; Process worker - meat or abattoir	Male	17039	42089	42851
8313 Meat, Poultry and Seafood Process Workers	831311 Abattoir process worker; Factory worker - abattoir process worker; Factory worker - meat process worker; Meat process worker; Meatworker - meat process worker; Meatworker - meatworker's labourer; Process worker - meat or abattoir	Total	23467	40651	41471
8313 Meat, Poultry and Seafood Process Workers	831312 Factory worker - poultry process worker; Meatworker - poultry process worker; Poultry process worker; Process worker - poultry	Female	2229	41631	44304
8313 Meat, Poultry and Seafood Process Workers	831312 Factory worker - poultry process worker; Meatworker - poultry process worker; Poultry process worker; Process worker - poultry	Male	3089	45164	46955
8313 Meat, Poultry and Seafood Process Workers	831312 Factory worker - poultry process worker; Meatworker - poultry process worker; Poultry process worker; Process worker - poultry	Total	5318	43683	45658
8313 Meat, Poultry and Seafood Process Workers	831313 Factory worker - seafood process worker; Process worker - seafood; Seafood process worker; Mussel opener	Female	691	30990	29729
8313 Meat, Poultry and Seafood Process Workers	831313 Factory worker - seafood process worker; Process worker - seafood; Seafood process worker; Mussel opener	Male	1111	41387	39824
8313 Meat, Poultry and Seafood Process Workers	831313 Factory worker - seafood process worker; Process worker - seafood; Seafood process worker; Mussel opener	Total	1802	37400	35645
8321 Packers	832100 Packer - type not specified	Female	854	18145	15534
8321 Packers	832100 Packer - type not specified	Male	508	19890	17140
8321 Packers	832100 Packer - type not specified	Total	1362	18796	16088
8321 Packers	832111 Chocolate packer; Factory worker - chocolate packer; Packer - chocolate; Process worker - chocolate packer	Female	790	30501	29244
8321 Packers	832111 Chocolate packer; Factory worker - chocolate packer; Packer - chocolate; Process worker - chocolate packer	Male	340	31506	29321
8321 Packers	832111 Chocolate packer; Factory worker - chocolate packer; Packer - chocolate; Process worker - chocolate packer	Total	1130	30803	29275
8321 Packers	832112 Container filler; Factory worker - container filler; Process worker - container filler	Female	125	32573	33395
8321 Packers	832112 Container filler; Factory worker - container filler; Process worker - container filler	Male	462	36104	30301
8321 Packers	832112 Container filler; Factory worker - container filler; Process worker - container filler	Total	587	35352	31045
8321 Packers	832113 Factory worker - fruit and vegetable packer; Fruit and vegetable packer; Packer - fruit and vegetable; Process worker - fruit and vegetable packer	Female	7045	23349	20610
8321 Packers	832113 Factory worker - fruit and vegetable packer; Fruit and vegetable packer; Packer - fruit and vegetable; Process worker - fruit and vegetable packer	Male	4323	28384	23740
8321 Packers	832113 Factory worker - fruit and vegetable packer; Fruit and vegetable packer; Packer - fruit and vegetable; Process worker - fruit and vegetable packer	Total	11368	25263	21705
8321 Packers	832114 Factory worker - meat packer; Meat packer; Meatworker - meat packer; Packer - meat; Process worker - meat packer	Female	4627	35231	37679
8321 Packers	832114 Factory worker - meat packer; Meat packer; Meatworker - meat packer; Packer - meat; Process worker - meat packer	Male	2720	33991	34801
8321 Packers	832114 Factory worker - meat packer; Meat packer; Meatworker - meat packer; Packer - meat; Process worker - meat packer	Total	7347	34772	36751
8321 Packers	832115 Factory worker - seafood packer; Packer - seafood; Process worker - seafood packer; Seafood packer	Female	327	29515	26686
8321 Packers	832115 Factory worker - seafood packer; Packer - seafood; Process worker - seafood packer; Seafood packer	Male	300	33079	28889
8321 Packers	832115 Factory worker - seafood packer; Packer - seafood; Process worker - seafood packer; Seafood packer	Total	627	31220	27613
8321 Packers	832199 Packer - other; Biscuit packer; Bread packer; Factory worker - biscuit packer; Factory worker - bread packer; Factory worker - packer - other; Packer - biscuit; Packer - bread; Process worker - biscuit packer; Process worker - bread packer; Process worker - packer - other	Female	14699	31863	31707
